10 0.000728
11 0.000238
12 0.000257
13 0.000246
14 0.000255
15 0.000231
16 0.000253
17 0.000260
18 0.000259
19 0.000264
20 0.000262
22 0.000279
24 0.000282
26 0.000585
28 0.000284
30 0.000269
33 0.000287
36 0.000255
39 0.000332
42 0.000265
45 0.000296
48 0.000262
51 0.000255
54 0.000340
57 0.000320
60 0.000331
66 0.000263
72 0.000263
78 0.000292
84 0.000446
90 0.000360
99 0.000296
108 0.000332
117 0.000420
126 0.000456
135 0.000419
144 0.000380
153 0.000875
162 0.000619
171 0.000566
180 0.000604
198 0.000634
216 0.000740
234 0.000782
252 0.000986
270 0.000924
297 0.001237
324 0.001601
351 0.001730
378 0.001699
405 0.002057
432 0.002706
459 0.003116
486 0.003254
513 0.004191
540 0.004005
594 0.005778
648 0.007090
702 0.007598
756 0.009873
810 0.011638
891 0.014417
972 0.018198
1053 0.021496
1134 0.028018
1215 0.031521
1296 0.040386
1377 0.047873
1458 0.057077
1539 0.065151
1620 0.073085
1782 0.096227
1944 0.123088
2106 0.155190
2268 0.191989
2430 0.235062
2673 0.315459
2916 0.411095
3159 0.511930
3402 0.643207
3645 0.775378
3888 0.946070
4131 1.149379
4374 1.338401
4617 1.581431
4860 1.820388
5346 2.449731
5832 3.152703
6318 3.991181
6804 4.952266
7290 6.069812
8019 8.130575
8748 10.492905
9477 13.355494
