10 0.000660
11 0.000141
12 0.000240
13 0.000275
14 0.000223
15 0.000223
16 0.000222
17 0.000232
18 0.000237
19 0.000242
20 0.000263
22 0.000224
24 0.000218
26 0.000252
28 0.000227
30 0.000250
33 0.000273
36 0.000234
39 0.000215
42 0.000212
45 0.000217
48 0.000234
51 0.000219
54 0.000235
57 0.000206
60 0.000274
66 0.000229
72 0.000267
78 0.000242
84 0.000265
90 0.000272
99 0.000278
108 0.000248
117 0.000251
126 0.000230
135 0.000394
144 0.000389
153 0.000354
162 0.000499
171 0.000349
180 0.000364
198 0.000531
216 0.000414
234 0.000511
252 0.000516
270 0.000578
297 0.000544
324 0.001197
351 0.001042
378 0.001008
405 0.001020
432 0.000817
459 0.001207
486 0.001035
513 0.001337
540 0.001196
594 0.001902
648 0.001643
702 0.001626
756 0.002151
810 0.001913
891 0.002435
972 0.002512
1053 0.002822
1134 0.003141
1215 0.003605
1296 0.004305
1377 0.004182
1458 0.004945
1539 0.005433
1620 0.006237
1782 0.007396
1944 0.008847
2106 0.011099
2268 0.014615
2430 0.016525
2673 0.020707
2916 0.021742
3159 0.024116
3402 0.028529
3645 0.031994
3888 0.034387
4131 0.039789
4374 0.045019
4617 0.050061
4860 0.058343
5346 0.067004
5832 0.078703
6318 0.107350
6804 0.110013
7290 0.125123
8019 0.148739
8748 0.204581
9477 0.343730
