10 0.000419
11 0.000290
12 0.000267
13 0.000243
14 0.000299
15 0.000254
16 0.000454
17 0.000358
18 0.000267
19 0.000315
20 0.000266
22 0.000251
24 0.000299
26 0.000235
28 0.000273
30 0.000242
33 0.000339
36 0.000319
39 0.000349
42 0.000255
45 0.000299
48 0.000533
51 0.000496
54 0.000441
57 0.000307
60 0.000580
66 0.000292
72 0.000274
78 0.000329
84 0.000645
90 0.000318
99 0.000361
108 0.000380
117 0.000344
126 0.000378
135 0.000509
144 0.000474
153 0.000782
162 0.000568
171 0.000699
180 0.000691
198 0.000738
216 0.000658
234 0.000818
252 0.000949
270 0.001782
297 0.001240
324 0.001464
351 0.001740
378 0.002233
405 0.002610
432 0.002883
459 0.003295
486 0.004034
513 0.005090
540 0.005292
594 0.006865
648 0.008115
702 0.011198
756 0.012748
810 0.015356
891 0.019850
972 0.026215
1053 0.026330
1134 0.032864
1215 0.039775
1296 0.046558
1377 0.056912
1458 0.066173
1539 0.078556
1620 0.089731
1782 0.120309
1944 0.151779
2106 0.194621
2268 0.243657
2430 0.297700
2673 0.399008
2916 0.515992
3159 0.657330
3402 0.825621
3645 1.015716
3888 1.187089
4131 1.477711
4374 1.741481
4617 2.065398
4860 2.360965
5346 3.198388
5832 4.065318
6318 5.251980
6804 6.496905
7290 8.036929
8019 10.805665
8748 13.751323
9477 17.842353
